X_coords,Y_coords,cellID,SKP_jan-mar,SKP_apr-jun,SKP_jul-sep,SKP_oct-dec
-90.5,-38.5,290,0.0235643968328837,NA,NA,0.014821914285967151
-79.5,-38.5,301,0.02776317716422938,NA,NA,NA
-78.5,-38.5,302,0.026907649876270843,NA,NA,NA
-77.5,-38.5,303,0.022450474526244317,NA,NA,NA
-76.5,-38.5,304,0.02197060183048891,NA,NA,NA
-75.5,-38.5,305,0.02220323159120005,NA,NA,NA
-74.5,-38.5,306,0.017812417320393886,NA,NA,NA
-73.5,-38.5,307,0.0189753073153712,NA,NA,NA
-72.5,-38.5,308,0.017935634150478427,NA,NA,NA
-71.5,-38.5,309,0.02063743845582732,NA,NA,NA
-70.5,-38.5,310,0.019881306389003824,NA,NA,NA
-69.5,-38.5,311,0.020859085782553036,NA,NA,0.014707353515983044
-68.5,-38.5,312,0.01836125712894275,NA,NA,0.01562903127969714
-67.5,-38.5,313,0.02035110154657989,NA,NA,0.016634353448322432
-66.5,-38.5,314,0.02707342160117316,NA,NA,0.020946306478979024
-65.5,-38.5,315,0.02992561479877091,NA,NA,0.021107580856035854
-64.5,-38.5,316,0.032823388044681295,NA,NA,0.021930018609359458
-63.5,-38.5,317,0.036878476995518925,NA,NA,0.023482337161745394
-62.5,-38.5,318,0.040064094508067555,NA,NA,0.02357451239916907
-61.5,-38.5,319,0.04314571196002457,NA,NA,0.02338674776819782
-60.5,-38.5,320,0.04133861241636472,NA,NA,0.02420839438169583
-29.5,-38.5,345,0.06343460339133795,0.03245535420761305,0.022791507923041736,0.033690031819037534
-28.5,-38.5,346,0.0609765008474766,0.029009127763762615,0.017294654581181793,0.03779890679441898
-27.5,-38.5,347,0.03870995678471485,0.019098829538611473,0.011088007834134994,0.02540941318192427
-26.5,-38.5,348,0.03507829669520921,0.016956832996644782,0.010345648749588664,0.024618774644941086
-25.5,-38.5,349,0.03672740112549917,0.018204781578844594,0.01289872033349468,0.025409451783355158
-24.5,-38.5,350,0.03280839015495817,0.017233960105151325,0.017205238931978662,0.023576431253782622
-23.5,-38.5,351,0.02973995108534852,0.01567347416272201,0.01797103431200303,0.021587517085294064
-22.5,-38.5,352,0.022349509587118403,0.012732520429910271,0.013452480367517889,0.016237276339216403
-21.5,-38.5,353,0.01741714728717938,0.00929562361367589,0.011512074061307243,0.01418959277583966
-20.5,-38.5,354,0.0170812588582472,0.008834556334035213,0.00994877720155212,0.012415460864759415
80.5,-38.5,452,0.011975293856957657,NA,NA,0.010732571887519221
81.5,-38.5,453,0.011776881371919576,NA,NA,0.010752079809918921
82.5,-38.5,454,0.011678659618787076,NA,NA,0.0107805698406824
83.5,-38.5,455,0.01065448136758098,NA,NA,0.011173415188837323
84.5,-38.5,456,0.010034301594092824,NA,NA,0.01047412281375344
85.5,-38.5,457,0.010365638326277859,NA,NA,0.009921984153574386
86.5,-38.5,458,0.009762459393306734,NA,NA,0.00970883218115313
87.5,-38.5,459,0.00972912471130828,NA,NA,0.009618133420834197
88.5,-38.5,460,0.009861219595129676,NA,NA,0.009708957241191581
89.5,-38.5,461,0.010127209404834366,NA,NA,0.009792495257133126
-99.5,-37.5,518,0.04507393859110581,NA,NA,0.025802550850928082
-98.5,-37.5,519,0.031912206736844265,NA,NA,0.019637830935527695
-97.5,-37.5,520,0.0318700537487609,NA,NA,0.022396893327796506
-96.5,-37.5,521,0.032511319182843786,NA,NA,0.02416105311234783
-95.5,-37.5,522,0.03386674634153477,NA,NA,0.022753318564097545
-94.5,-37.5,523,0.03410735221344434,NA,NA,0.019547015198864526
-93.5,-37.5,524,0.02632957199418333,NA,NA,0.01738445696122559
-92.5,-37.5,525,0.026228903809756194,NA,NA,0.016869185946908387
-91.5,-37.5,526,0.02423103369526052,NA,NA,0.016372047237606595
-90.5,-37.5,527,0.023488226351360924,NA,NA,0.015017647047591618
-79.5,-37.5,538,0.023425876782723253,NA,NA,NA
-78.5,-37.5,539,0.021295589992834082,NA,NA,NA
-77.5,-37.5,540,0.019580309137379095,NA,NA,NA
-76.5,-37.5,541,0.018762574704617896,NA,NA,NA
-75.5,-37.5,542,0.01770750963294056,NA,NA,NA
-74.5,-37.5,543,0.01761928149372578,NA,NA,NA
-73.5,-37.5,544,0.017385055848600235,NA,NA,NA
-72.5,-37.5,545,0.015939843437294973,NA,NA,NA
-71.5,-37.5,546,0.014087455564689955,NA,NA,NA
-70.5,-37.5,547,0.014175196914545269,NA,NA,NA
-69.5,-37.5,548,0.014743641634064142,NA,NA,0.012772340323428019
-68.5,-37.5,549,0.016206114651200393,NA,NA,0.013603317136645521
