X_coords,Y_coords,cellID,YFT_jan-mar,YFT_apr-jun,YFT_jul-sep,YFT_oct-dec
82.5,-33.5,1607,0.01400893442460953,NA,NA,0.010666494121864172
83.5,-33.5,1608,0.015310883840670347,NA,NA,0.010724167512388047
84.5,-33.5,1609,0.016135675439349736,NA,NA,0.010656429547587037
85.5,-33.5,1610,0.023045810583506958,NA,NA,0.011725875493687397
86.5,-33.5,1611,0.019406176721345685,NA,NA,0.010099294421025428
87.5,-33.5,1612,0.024504330773304175,NA,NA,0.009681314251052923
88.5,-33.5,1613,0.023949278189513274,NA,NA,0.0106102817762814
89.5,-33.5,1614,0.02501122982698555,NA,NA,0.010782304464294798
-99.5,-32.5,1673,0.02305042201405117,NA,NA,0.021144519154878697
-98.5,-32.5,1674,0.019682692999776187,NA,NA,0.017740711351787328
-97.5,-32.5,1675,0.020954854015983827,NA,NA,0.019659713573050595
-96.5,-32.5,1676,0.01718157381234917,NA,NA,0.020172740041051275
-95.5,-32.5,1677,0.01684928680801711,NA,NA,0.021409845007627177
-94.5,-32.5,1678,0.014202193198759353,NA,NA,0.020585134772508822
-93.5,-32.5,1679,0.014431898296018542,NA,NA,0.017511668197884123
-92.5,-32.5,1680,0.017490029574963324,NA,NA,0.011405474454469147
-91.5,-32.5,1681,0.016493054977811613,NA,NA,0.010781099303350385
-90.5,-32.5,1682,0.018332923989042516,NA,NA,0.011055672317082816
-79.5,-32.5,1693,0.018925551447703214,NA,NA,NA
-78.5,-32.5,1694,0.015272487119502043,NA,NA,NA
-77.5,-32.5,1695,0.011691763581737485,NA,NA,NA
-76.5,-32.5,1696,0.009970052814647403,NA,NA,NA
-75.5,-32.5,1697,0.009117958215130992,NA,NA,NA
-74.5,-32.5,1698,0.0078467727600768835,NA,NA,NA
-73.5,-32.5,1699,0.00802203625774249,NA,NA,NA
-72.5,-32.5,1700,0.004969219676867108,NA,NA,NA
-71.5,-32.5,1701,0.004428046461316675,NA,NA,NA
-70.5,-32.5,1702,0.009319789088489613,NA,NA,NA
-69.5,-32.5,1703,0.019069244128718386,NA,NA,0.012462172730137772
-68.5,-32.5,1704,0.020218906908138063,NA,NA,0.008285169490993512
-67.5,-32.5,1705,0.018172836880294245,NA,NA,0.009091765872631753
-66.5,-32.5,1706,0.014835120186068893,NA,NA,0.007697394203677124
-65.5,-32.5,1707,0.02153744357771795,NA,NA,0.008304750397170506
